#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PDENDC454_11745	1122918.KB907246_gene1303	1.22e-262	724.0	COG2610@1|root,COG2610@2|Bacteria,1UIHX@1239|Firmicutes,4HV70@91061|Bacilli,26TYJ@186822|Paenibacillaceae	91061|Bacilli	EG	Citrate transporter	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11750	1236976.JCM16418_2923	0.0	1187.0	COG0145@1|root,COG0145@2|Bacteria,1TQVB@1239|Firmicutes,4HB8X@91061|Bacilli,26TYG@186822|Paenibacillaceae	91061|Bacilli	EQ	COG0145 N-methylhydantoinase A acetone carboxylase, beta subunit	-	-	-	-	-	-	-	-	-	-	-	-	Hydant_A_N,Hydantoinase_A
PDENDC454_11755	1236976.JCM16418_2924	7.05e-86	260.0	2AG0K@1|root,3164N@2|Bacteria,1V7CN@1239|Firmicutes,4HSP9@91061|Bacilli,26WRB@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11760	1122918.KB907246_gene1306	9.94e-171	480.0	COG1737@1|root,COG1737@2|Bacteria,1V5UM@1239|Firmicutes,4I2TN@91061|Bacilli,26UBG@186822|Paenibacillaceae	91061|Bacilli	K	Helix-turn-helix domain, rpiR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6,SIS
PDENDC454_11765	1117108.PAALTS15_10869	7.6e-198	551.0	COG1227@1|root,COG1227@2|Bacteria,1TPH6@1239|Firmicutes,4H9T8@91061|Bacilli,26SZX@186822|Paenibacillaceae	91061|Bacilli	C	Catalyzes the hydrolysis of pyrophosphate to phosphate	ppaC	GO:0003674,GO:0003824,GO:0004427,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006793,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0044237,GO:0044424,GO:0044464	3.6.1.1	ko:K15986	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	DHH,DHHA2
PDENDC454_11770	1134413.ANNK01000116_gene1953	7.16e-126	362.0	COG0778@1|root,COG0778@2|Bacteria,1UY9E@1239|Firmicutes,4HBU8@91061|Bacilli,1ZBCH@1386|Bacillus	91061|Bacilli	C	Nitroreductase family	bluB	-	1.13.11.79	ko:K04719	ko00740,ko01100,map00740,map01100	-	R09083	RC00435,RC02413	ko00000,ko00001,ko01000	-	-	-	Nitroreductase
PDENDC454_11775	1196323.ALKF01000170_gene666	7.87e-246	678.0	COG1454@1|root,COG1454@2|Bacteria,1TPB4@1239|Firmicutes,4HD0X@91061|Bacilli,26WDQ@186822|Paenibacillaceae	91061|Bacilli	C	Iron-containing alcohol dehydrogenase	pduQ	-	-	-	-	-	-	-	-	-	-	-	Fe-ADH
PDENDC454_11780	1196323.ALKF01000170_gene667	5.22e-69	209.0	COG4810@1|root,COG4810@2|Bacteria,1VB54@1239|Firmicutes,4HM6W@91061|Bacilli,26XP8@186822|Paenibacillaceae	91061|Bacilli	E	BMC	pduU	-	-	ko:K04031	-	-	-	-	ko00000	-	-	-	BMC
PDENDC454_11785	1196323.ALKF01000170_gene668	4.26e-88	259.0	COG4917@1|root,COG4917@2|Bacteria,1VAYC@1239|Firmicutes,4HJN3@91061|Bacilli,275YZ@186822|Paenibacillaceae	91061|Bacilli	E	Ethanolamine utilisation - propanediol utilisation	eutP	-	-	ko:K04029	-	-	-	-	ko00000	-	-	-	PduV-EutP
PDENDC454_11790	1117108.PAALTS15_01822	1.71e-119	343.0	COG3707@1|root,COG3707@2|Bacteria,1U6TA@1239|Firmicutes,4HD1B@91061|Bacilli,274DJ@186822|Paenibacillaceae	91061|Bacilli	T	ANTAR domain	pdtaR	-	-	ko:K22010	-	M00839	-	-	ko00000,ko00002,ko02022	-	-	-	ANTAR,Response_reg
PDENDC454_11795	1196323.ALKF01000170_gene670	5.57e-295	810.0	COG3920@1|root,COG3920@2|Bacteria,1TRK3@1239|Firmicutes,4HAMI@91061|Bacilli,26SKI@186822|Paenibacillaceae	91061|Bacilli	T	Histidine kinase	pdtaS	-	2.7.13.3	ko:K00936	-	M00839	-	-	ko00000,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HATPase_c_2,H_kinase_N,HisKA_2
PDENDC454_11800	1196323.ALKF01000170_gene671	3.51e-315	862.0	COG4819@1|root,COG4819@2|Bacteria,1TQ6T@1239|Firmicutes,4HAEM@91061|Bacilli,26T2W@186822|Paenibacillaceae	91061|Bacilli	E	ethanolamine utilization protein	eutA	-	-	ko:K04019	ko00564,ko01100,map00564,map01100	-	R00749	RC00370	ko00000,ko00001	-	-	-	EutA
PDENDC454_11805	1117108.PAALTS15_01807	1.62e-295	810.0	COG4303@1|root,COG4303@2|Bacteria,1TP15@1239|Firmicutes,4HBSM@91061|Bacilli,26QEE@186822|Paenibacillaceae	91061|Bacilli	E	With EutC catalyzes the formation of acetaldehyde and ammonia from ethanolamine	eutB	-	4.3.1.7	ko:K03735,ko:K16785	ko00564,ko01100,ko02010,map00564,map01100,map02010	M00582	R00749	RC00370	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	EutB
PDENDC454_11810	1196323.ALKF01000170_gene673	5.06e-184	517.0	COG4302@1|root,COG4302@2|Bacteria,1TSZM@1239|Firmicutes,4HDFG@91061|Bacilli,26TWC@186822|Paenibacillaceae	91061|Bacilli	E	Belongs to the EutC family	eutC	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0008144,GO:0009350,GO:0019842,GO:0031419,GO:0032991,GO:0036094,GO:0044424,GO:0044464,GO:0046906,GO:0048037,GO:0097159,GO:1901363,GO:1902494	4.3.1.7	ko:K03736	ko00564,ko01100,map00564,map01100	-	R00749	RC00370	ko00000,ko00001,ko01000	-	-	-	EutC
PDENDC454_11815	1196323.ALKF01000170_gene674	1.03e-131	376.0	COG4816@1|root,COG4816@2|Bacteria,1TPAQ@1239|Firmicutes,4HD6R@91061|Bacilli,26TYM@186822|Paenibacillaceae	91061|Bacilli	E	Carboxysome structural protein involved in ethanolamine utilization	eutL	-	-	ko:K04026	-	-	-	-	ko00000	-	-	-	BMC
PDENDC454_11820	1196323.ALKF01000170_gene675	2.42e-36	134.0	COG4577@1|root,COG4577@2|Bacteria,1VCS9@1239|Firmicutes,4HMR4@91061|Bacilli,26ZA5@186822|Paenibacillaceae	91061|Bacilli	CQ	BMC	-	-	-	ko:K16927	-	M00582	-	-	ko00000,ko00002,ko02000	3.A.1.32	-	-	BMC,Rho_N
PDENDC454_11825	1196323.ALKF01000170_gene676	2.7e-314	860.0	COG1012@1|root,COG1012@2|Bacteria,1UHQT@1239|Firmicutes,4IS6J@91061|Bacilli,277DN@186822|Paenibacillaceae	91061|Bacilli	C	Aldehyde dehydrogenase family	-	-	-	-	-	-	-	-	-	-	-	-	Aldedh
PDENDC454_11830	1117108.PAALTS15_01782	3e-52	165.0	COG4577@1|root,COG4577@2|Bacteria,1VA0E@1239|Firmicutes,4HJNU@91061|Bacilli,275ZF@186822|Paenibacillaceae	91061|Bacilli	CQ	BMC domain	pduA_2	-	-	ko:K04027	-	-	-	-	ko00000	-	-	-	BMC
PDENDC454_11835	1196323.ALKF01000170_gene678	2.21e-166	469.0	COG4812@1|root,COG4812@2|Bacteria,1V18U@1239|Firmicutes,4HG7H@91061|Bacilli,26VJM@186822|Paenibacillaceae	91061|Bacilli	E	Cobalamin adenosyltransferase	eutT	-	2.5.1.17	ko:K04032	ko00860,ko01100,map00860,map01100	-	R01492	RC00533	ko00000,ko00001,ko01000	-	-	-	Cob_adeno_trans
PDENDC454_11840	1196323.ALKF01000170_gene679	1.28e-138	393.0	COG4869@1|root,COG4869@2|Bacteria,1UU6E@1239|Firmicutes,4IQUR@91061|Bacilli,26VN5@186822|Paenibacillaceae	91061|Bacilli	Q	Involved in 1,2-propanediol (1,2-PD) degradation by catalyzing the conversion of propanoyl-CoA to propanoyl-phosphate	pduL	-	-	-	-	-	-	-	-	-	-	-	PTAC
PDENDC454_11845	1196323.ALKF01000170_gene680	3.96e-97	290.0	2E7RK@1|root,3326X@2|Bacteria,1VEHH@1239|Firmicutes,4IRF8@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11850	1196323.ALKF01000170_gene681	1.17e-45	148.0	COG4576@1|root,COG4576@2|Bacteria,1VEI4@1239|Firmicutes,4HMD4@91061|Bacilli,275ZH@186822|Paenibacillaceae	91061|Bacilli	CQ	Ethanolamine utilisation protein EutN/carboxysome	eutN	-	-	ko:K04028	-	-	-	-	ko00000	-	-	-	EutN_CcmL
PDENDC454_11855	1196323.ALKF01000170_gene682	7.49e-105	305.0	COG4577@1|root,COG4577@2|Bacteria,1UKDS@1239|Firmicutes,4IS1T@91061|Bacilli,27702@186822|Paenibacillaceae	91061|Bacilli	CQ	BMC	-	-	-	-	-	-	-	-	-	-	-	-	BMC
PDENDC454_11860	1196323.ALKF01000170_gene683	9.22e-238	657.0	COG3192@1|root,COG3192@2|Bacteria,1TNZF@1239|Firmicutes,4HAQ8@91061|Bacilli,26VZW@186822|Paenibacillaceae	91061|Bacilli	E	Ethanolamine utilisation protein, EutH	eutH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K04023	-	-	-	-	ko00000	-	-	iYO844.BSU39450	EutH
PDENDC454_11865	717606.PaecuDRAFT_2346	4.95e-137	407.0	2DIGP@1|root,30386@2|Bacteria,1TTTC@1239|Firmicutes,4HUES@91061|Bacilli,26ZZ4@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11870	1123226.KB899295_gene497	2.17e-05	48.9	2CESU@1|root,2ZCZ9@2|Bacteria,1W3YV@1239|Firmicutes,4I1A1@91061|Bacilli,273SH@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11875	1395587.P364_0107745	3.67e-11	65.9	2CESU@1|root,2ZCZ9@2|Bacteria,1W3YV@1239|Firmicutes,4I1A1@91061|Bacilli,273SH@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11880	1499968.TCA2_1714	6.81e-13	67.4	COG0703@1|root,COG0703@2|Bacteria,1V83W@1239|Firmicutes,4HK3G@91061|Bacilli	91061|Bacilli	E	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11885	1462527.CCDM010000004_gene3576	2.58e-194	552.0	COG1680@1|root,COG1680@2|Bacteria,1V0GX@1239|Firmicutes,4HCXH@91061|Bacilli	91061|Bacilli	V	Beta-lactamase class C and other penicillin binding proteins	pbpX	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase,Cu_amine_oxidN1
PDENDC454_11890	1356854.N007_18840	1.46e-126	369.0	COG0191@1|root,COG0191@2|Bacteria,1TQ01@1239|Firmicutes,4H9ZU@91061|Bacilli,277W4@186823|Alicyclobacillaceae	91061|Bacilli	G	Fructose-bisphosphate aldolase class-II	iolJ	-	4.1.2.13,4.1.2.29	ko:K01624,ko:K03339	ko00010,ko00030,ko00051,ko00562,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00562,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00003,M00165,M00167,M00344,M00345	R01068,R01070,R01829,R02568,R05378	RC00438,RC00439,RC00603,RC00604,RC00721	ko00000,ko00001,ko00002,ko01000	-	-	iYO844.BSU39670	F_bP_aldolase
PDENDC454_11895	272558.10174939	3.21e-176	498.0	COG0524@1|root,COG0524@2|Bacteria,1TPGM@1239|Firmicutes,4HB78@91061|Bacilli,1ZCTX@1386|Bacillus	91061|Bacilli	G	Catalyzes the phosphorylation of 5-dehydro-2-deoxy-D- gluconate (2-deoxy-5-keto-D-gluconate or DKG) to 6-phospho-5- dehydro-2-deoxy-D-gluconate (DKGP)	iolC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009395,GO:0009987,GO:0016042,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0019200,GO:0019637,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044262,GO:0044424,GO:0044464,GO:0046434,GO:0046835,GO:0071704,GO:1901575	2.7.1.92	ko:K03338	ko00562,ko01100,ko01120,map00562,map01100,map01120	-	R05661	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	iYO844.BSU39740	PfkB
PDENDC454_11900	224308.BSU39760	3.71e-304	835.0	COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4H9MF@91061|Bacilli,1ZAXK@1386|Bacillus	91061|Bacilli	C	Catalyzes the oxidation of malonate semialdehyde (MSA) and methylmalonate semialdehyde (MMSA) into acetyl-CoA and propanoyl-CoA, respectively	iolA	GO:0003674,GO:0003824,GO:0004491,GO:0006082,GO:0006520,GO:0006573,GO:0006574,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009081,GO:0009083,GO:0009987,GO:0016054,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0055114,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	1.2.1.18,1.2.1.27	ko:K00140	ko00280,ko00410,ko00562,ko00640,ko01100,ko01200,map00280,map00410,map00562,map00640,map01100,map01200	M00013	R00705,R00706,R00922,R00935	RC00004,RC02723,RC02817	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
PDENDC454_11905	1265845.PWEIH_03051	4.5e-112	329.0	COG1349@1|root,COG1349@2|Bacteria,1TTGR@1239|Firmicutes,4HEVD@91061|Bacilli,26KGI@186820|Listeriaceae	91061|Bacilli	K	DeoR C terminal sensor domain	iolR	-	-	ko:K06608,ko:K11534	-	-	-	-	ko00000,ko03000	-	-	-	DeoRC,HTH_DeoR
PDENDC454_11910	720555.BATR1942_08455	5.55e-66	202.0	COG1942@1|root,COG1942@2|Bacteria,1V3SS@1239|Firmicutes,4HI9G@91061|Bacilli,1ZG7P@1386|Bacillus	91061|Bacilli	S	tautomerase	iolK	-	-	-	-	-	-	-	-	-	-	-	Tautomerase_2
PDENDC454_11920	1196323.ALKF01000191_gene5547	1.13e-207	577.0	COG0667@1|root,COG0667@2|Bacteria,1TRS0@1239|Firmicutes,4HAZ2@91061|Bacilli,26S6B@186822|Paenibacillaceae	91061|Bacilli	C	L-glyceraldehyde 3-phosphate reductase	yghZ	-	-	ko:K19265	-	-	-	-	ko00000,ko01000	-	-	-	Aldo_ket_red
PDENDC454_11925	1196323.ALKF01000191_gene5546	8.82e-245	690.0	COG1073@1|root,COG1073@2|Bacteria,1TSFY@1239|Firmicutes,4HCP8@91061|Bacilli,275XZ@186822|Paenibacillaceae	91061|Bacilli	S	Serine aminopeptidase, S33	-	-	-	ko:K06889	-	-	-	-	ko00000	-	-	-	Cu_amine_oxidN1,Hydrolase_4,Peptidase_S9
PDENDC454_11930	1122918.KB907290_gene4392	1.65e-136	395.0	COG1131@1|root,COG1131@2|Bacteria,1TRM5@1239|Firmicutes,4HFBN@91061|Bacilli,26R18@186822|Paenibacillaceae	91061|Bacilli	V	ABC transporter	yvfR	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
PDENDC454_11935	935845.JADQ01000046_gene2396	2.1e-124	360.0	COG0842@1|root,COG0842@2|Bacteria,1V7QG@1239|Firmicutes,4HFU4@91061|Bacilli,26RQW@186822|Paenibacillaceae	91061|Bacilli	V	Transporter	XK27_09830	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane,ABC2_membrane_3
PDENDC454_11940	1536770.R50345_01860	2.96e-134	395.0	COG4585@1|root,COG4585@2|Bacteria,1TSUE@1239|Firmicutes,4HB9N@91061|Bacilli,26QHQ@186822|Paenibacillaceae	91061|Bacilli	T	Histidine kinase	desK	-	2.7.13.3	ko:K07778	ko02020,map02020	M00479	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA_3
PDENDC454_11945	189425.PGRAT_02395	5.36e-96	284.0	COG2197@1|root,COG2197@2|Bacteria,1TVTF@1239|Firmicutes,4HAJW@91061|Bacilli,26SCH@186822|Paenibacillaceae	91061|Bacilli	KT	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	desR	-	-	ko:K02479,ko:K07693	ko02020,map02020	M00479	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	GerE,Response_reg
PDENDC454_11950	1122927.KB895417_gene3266	3.27e-112	331.0	COG1082@1|root,COG1082@2|Bacteria,1TYP4@1239|Firmicutes,4I7TT@91061|Bacilli,26XH7@186822|Paenibacillaceae	91061|Bacilli	G	Xylose isomerase-like TIM barrel	-	-	-	-	-	-	-	-	-	-	-	-	AP_endonuc_2
PDENDC454_11955	1117108.PAALTS15_03542	2.65e-279	775.0	COG1249@1|root,COG1249@2|Bacteria,1UIIG@1239|Firmicutes,4ISJ1@91061|Bacilli,2773X@186822|Paenibacillaceae	91061|Bacilli	C	FAD dependent oxidoreductase	M1-534	-	-	-	-	-	-	-	-	-	-	-	FAD_oxidored
PDENDC454_11960	1122921.KB898185_gene3626	9.35e-15	72.8	2DJIA@1|root,3068D@2|Bacteria,1TZCK@1239|Firmicutes,4I8KP@91061|Bacilli,2703R@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11965	1007103.AFHW01000001_gene4849	2.56e-114	337.0	COG4886@1|root,COG4886@2|Bacteria,1UZCK@1239|Firmicutes,4I6FE@91061|Bacilli,26SQ3@186822|Paenibacillaceae	91061|Bacilli	S	Leucine Rich repeat	-	-	-	-	-	-	-	-	-	-	-	-	LRR_6
PDENDC454_11970	1501230.ET33_16680	1.65e-134	398.0	COG0189@1|root,COG0189@2|Bacteria,1V6GR@1239|Firmicutes,4I66Z@91061|Bacilli,26QZK@186822|Paenibacillaceae	91061|Bacilli	HJ	ligase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11975	985665.HPL003_19915	1.61e-179	500.0	COG3119@1|root,COG3119@2|Bacteria,1TVD7@1239|Firmicutes,4I6EA@91061|Bacilli,26S9Z@186822|Paenibacillaceae	91061|Bacilli	P	Metalloenzyme domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	Sulfatase
PDENDC454_11980	1052684.PPM_2828	4.85e-225	632.0	COG0635@1|root,COG0635@2|Bacteria,1TPES@1239|Firmicutes,4HA60@91061|Bacilli,26S49@186822|Paenibacillaceae	91061|Bacilli	H	Coproporphyrinogen III oxidase	hemN1	-	-	-	-	-	-	-	-	-	-	-	HemN_C,Radical_SAM
PDENDC454_11985	1007103.AFHW01000001_gene4845	1.18e-147	423.0	COG0535@1|root,COG0535@2|Bacteria,1V647@1239|Firmicutes,4ISHQ@91061|Bacilli,26R3J@186822|Paenibacillaceae	91061|Bacilli	S	radical SAM protein	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_11990	1449063.JMLS01000027_gene19	1.19e-65	205.0	COG0529@1|root,COG0529@2|Bacteria,1V9JX@1239|Firmicutes,4HWB9@91061|Bacilli,274GM@186822|Paenibacillaceae	91061|Bacilli	P	Catalyzes the synthesis of activated sulfate	cysC	-	2.7.1.25	ko:K00860	ko00230,ko00920,ko01100,ko01120,map00230,map00920,map01100,map01120	M00176	R00509,R04928	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	APS_kinase
PDENDC454_11995	1196323.ALKF01000191_gene5533	3.01e-108	325.0	COG0265@1|root,COG0265@2|Bacteria,1UZ3Q@1239|Firmicutes,4HDIX@91061|Bacilli,26XTX@186822|Paenibacillaceae	91061|Bacilli	O	Trypsin	mucD	-	3.4.21.107	ko:K04771	ko01503,ko02020,map01503,map02020	M00728	-	-	ko00000,ko00001,ko00002,ko01000,ko01002,ko03110	-	-	-	Trypsin_2
PDENDC454_12005	1196323.ALKF01000191_gene5531	5.91e-214	598.0	COG1680@1|root,COG1680@2|Bacteria,1V2AR@1239|Firmicutes,4HGF0@91061|Bacilli,26X20@186822|Paenibacillaceae	91061|Bacilli	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
PDENDC454_12015	1196323.ALKF01000191_gene5530	6.6e-212	602.0	COG1680@1|root,COG1680@2|Bacteria,1UT07@1239|Firmicutes,4HMEY@91061|Bacilli,26QSV@186822|Paenibacillaceae	91061|Bacilli	V	Domain of unknown function (DUF3471)	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase,DUF3471
PDENDC454_12020	292459.STH2364	4.3e-69	230.0	COG3214@1|root,COG3214@2|Bacteria,1V84N@1239|Firmicutes,24VQW@186801|Clostridia	186801|Clostridia	S	Winged helix DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_42
PDENDC454_12025	1122927.KB895414_gene4993	1.79e-315	889.0	COG1554@1|root,COG1554@2|Bacteria,1TPKN@1239|Firmicutes,4HCCF@91061|Bacilli,26QVY@186822|Paenibacillaceae	91061|Bacilli	G	alpha-L-fucosidase	-	-	3.2.1.51	ko:K15923	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000	-	GH95	-	Cohesin,F5_F8_type_C,Glyco_hyd_65N_2
PDENDC454_12030	1196323.ALKF01000191_gene5541	0.0	1009.0	COG1053@1|root,COG1053@2|Bacteria,1TPAR@1239|Firmicutes,4HAXN@91061|Bacilli,274UJ@186822|Paenibacillaceae	91061|Bacilli	C	FMN_bind	-	-	-	-	-	-	-	-	-	-	-	-	FAD_binding_2,FMN_bind
PDENDC454_11055	1236976.JCM16418_1246	1.95e-119	355.0	COG0609@1|root,COG0609@2|Bacteria,1TPX6@1239|Firmicutes,4HAM8@91061|Bacilli,26QRH@186822|Paenibacillaceae	91061|Bacilli	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	sirC	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
PDENDC454_11060	1118054.CAGW01000065_gene2020	2.46e-121	360.0	COG0609@1|root,COG0609@2|Bacteria,1TP13@1239|Firmicutes,4HAW8@91061|Bacilli,26QUU@186822|Paenibacillaceae	91061|Bacilli	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	-	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
PDENDC454_11065	1236976.JCM16418_1249	4.97e-139	403.0	COG0614@1|root,COG0614@2|Bacteria,1TR63@1239|Firmicutes,4HB8N@91061|Bacilli,26RGN@186822|Paenibacillaceae	91061|Bacilli	P	ABC-type Fe3 -hydroxamate transport system, periplasmic component	yfiY	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044424,GO:0044464	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2
PDENDC454_11070	1196323.ALKF01000167_gene498	1.41e-74	229.0	COG0454@1|root,COG0456@2|Bacteria,1V9XN@1239|Firmicutes,4IRM3@91061|Bacilli	91061|Bacilli	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_9
PDENDC454_11075	1196323.ALKF01000193_gene3337	2.14e-93	274.0	COG0735@1|root,COG0735@2|Bacteria,1V6RI@1239|Firmicutes,4HIGM@91061|Bacilli,26WT5@186822|Paenibacillaceae	91061|Bacilli	P	Belongs to the Fur family	fur3	-	-	ko:K02076	-	-	-	-	ko00000,ko03000	-	-	-	FUR
PDENDC454_11080	1196323.ALKF01000193_gene3336	1.35e-43	143.0	COG0759@1|root,COG0759@2|Bacteria,1VEIG@1239|Firmicutes,4HPA3@91061|Bacilli,26Z59@186822|Paenibacillaceae	91061|Bacilli	S	Could be involved in insertion of integral membrane proteins into the membrane	ytjA	-	-	ko:K08998	-	-	-	-	ko00000	-	-	-	Haemolytic
PDENDC454_11085	1196323.ALKF01000193_gene3334	0.0	1089.0	COG0143@1|root,COG0143@2|Bacteria,1TPA1@1239|Firmicutes,4H9VC@91061|Bacilli,26SG9@186822|Paenibacillaceae	91061|Bacilli	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	GO:0003674,GO:0003824,GO:0004812,GO:0004825,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006431,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1g,tRNA_bind
PDENDC454_11090	743719.PaelaDRAFT_4756	4.2e-87	259.0	COG1051@1|root,COG1051@2|Bacteria,1V6SS@1239|Firmicutes,4HM6E@91061|Bacilli,26V6P@186822|Paenibacillaceae	91061|Bacilli	F	NTP pyrophosphohydrolases including oxidative damage repair enzymes	-	-	3.6.1.55	ko:K03574	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	NUDIX
PDENDC454_11095	1196323.ALKF01000193_gene3333	1.09e-166	469.0	COG1968@1|root,COG1968@2|Bacteria,1TPFA@1239|Firmicutes,4HCE7@91061|Bacilli,26Q95@186822|Paenibacillaceae	91061|Bacilli	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP	-	3.6.1.27	ko:K06153	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	BacA
PDENDC454_11100	1196323.ALKF01000193_gene3332	1.62e-143	415.0	COG0803@1|root,COG0803@2|Bacteria,1TPG7@1239|Firmicutes,4H9UN@91061|Bacilli,26RT6@186822|Paenibacillaceae	91061|Bacilli	P	Belongs to the bacterial solute-binding protein 9 family	adcA	-	-	ko:K09815,ko:K09818	ko02010,map02010	M00242,M00243	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15,3.A.1.15.3,3.A.1.15.5	-	-	ZinT,ZnuA
