,,,,20XA,,20XB,,20XD,,20VB,,20VC,,20VD,,44XC,,44XD,,44XE,,44VA,,44VC,,44VE,,,
AHKH01000024.1,109969,111201,1232,1872,1.519480519,2765,2.244318182,2770,2.248376623,198,0.160714286,0,0,346,0.280844156,18993,15.4163961,15277,12.40016234,23380,18.97727273,7727,6.271915584,5193,4.215097403,6572,5.334415584,PDENDC454_11605,"""unassigned_transcript_3499""; db_xref ""NCBI_GP:EHQ62245.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11605""; note ""COG1686 D-alanyl-D-alanine carboxypeptidase""; product ""D-alanyl-D-alanine carboxypeptidase""; protein_id ""EHQ62245.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,111248,111889,641,4908,7.656786271,3717,5.79875195,5030,7.847113885,126,0.196567863,987,1.539781591,981,1.530421217,36524,56.97971919,25490,39.76599064,38945,60.75663027,11943,18.63182527,14150,22.074883,9048,14.11544462,PDENDC454_11610,"""unassigned_transcript_3500""; db_xref ""NCBI_GP:EHQ62246.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11610""; note ""COG2715 Uncharacterized membrane protein, required for spore maturation in B.subtilis.""; product ""nucleoside recognition domain-containing protein""; protein_id ""EHQ62246.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000024.1,111974,112504,530,3729,7.035849057,981,1.850943396,2077,3.918867925,247,0.466037736,0,0,135,0.254716981,6660,12.56603774,8520,16.0754717,12640,23.8490566,4582,8.645283019,3947,7.447169811,3392,6.4,PDENDC454_11615,"""unassigned_transcript_3501""; db_xref ""NCBI_GP:EHQ62247.1""; gbkey ""CDS""; locus_tag ""PDENDC454_11615""; note ""COG0700 Uncharacterized membrane protein""; product ""spore maturation protein B""; protein_id ""EHQ62247.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,540,773,233,0,0,0,0,0,0,0,0,13,0.055793991,0,0,9,0.038626609,48,0.206008584,0,0,390,1.673819742,0,0,403,1.729613734,PDENDC454_10785,"""unassigned_transcript_3502""; db_xref ""NCBI_GP:EHQ62248.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10785""; product ""hypothetical protein""; protein_id ""EHQ62248.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,904,1524,620,22036,35.54193548,19848,32.01290323,17140,27.64516129,8670,13.98387097,18999,30.64354839,18218,29.38387097,9119,14.70806452,12023,19.39193548,15707,25.33387097,12392,19.98709677,5063,8.166129032,8820,14.22580645,PDENDC454_10790,"""unassigned_transcript_3503""; db_xref ""NCBI_GP:EHQ62249.1""; gbkey ""CDS""; gene ""engB""; locus_tag ""PDENDC454_10790""; note ""COG0218 Predicted GTPase""; product ""GTP-binding protein YsxC""; protein_id ""EHQ62249.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,1767,2345,578,1225481,2120.209343,942880,1631.280277,930379,1609.652249,787054,1361.685121,1470820,2544.67128,991670,1715.692042,632743,1094.711073,548641,949.2058824,1291864,2235.058824,769573,1331.441176,268410,464.3771626,265364,459.1072664,PDENDC454_10795,"""unassigned_transcript_3504""; db_xref ""NCBI_GP:EHQ62250.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10795""; product ""hypothetical protein""; protein_id ""EHQ62250.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,2652,3047,395,152600,386.3291139,156392,395.9291139,135565,343.2025316,90865,230.0379747,148855,376.8481013,109359,276.8582278,139403,352.9189873,125401,317.4708861,189059,478.6303797,159071,402.7113924,99447,251.764557,93676,237.1544304,PDENDC454_10800,"""unassigned_transcript_3505""; db_xref ""NCBI_GP:EHQ62251.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10800""; note ""COG1586 S-adenosylmethionine decarboxylase""; product ""S-adenosylmethionine decarboxylase proenzyme""; protein_id ""EHQ62251.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,3328,5772,2444,42267,17.29418985,64006,26.18903437,36635,14.98977087,18132,7.41898527,23119,9.459492635,13848,5.666121113,15570,6.370703764,16125,6.597790507,9336,3.819967267,9533,3.900572831,10212,4.178396072,16932,6.927986907,PDENDC454_10805,"""unassigned_transcript_3506""; db_xref ""NCBI_GP:EHQ62252.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10805""; product ""coagulation factor 5/8 type domain-containing protein""; protein_id ""EHQ62252.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,5807,7405,1598,30065,18.81414268,55491,34.7252816,40245,25.18460576,13122,8.211514393,16894,10.57196496,9551,5.976846058,11621,7.272215269,11225,7.024405507,8182,5.120150188,9389,5.875469337,6024,3.76971214,14875,9.308510638,PDENDC454_10810,"""unassigned_transcript_3507""; db_xref ""NCBI_GP:EHQ62253.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10810""; note ""COG1653 ABC-type sugar transport system, periplasmic component""; product ""ABC transporter substrate-binding protein""; protein_id ""EHQ62253.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,7501,8439,938,8575,9.141791045,18924,20.17484009,14388,15.33901919,4052,4.319829424,5150,5.490405117,4205,4.482942431,3881,4.137526652,4332,4.618336887,1569,1.672707889,2625,2.798507463,1891,2.015991471,4371,4.659914712,PDENDC454_10815,"""unassigned_transcript_3508""; db_xref ""NCBI_GP:EHQ62254.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10815""; note ""COG4209 ABC-type polysaccharide transport system, permease component""; product ""CUT1 family carbohydrate ABC transporter membrane protein 1""; protein_id ""EHQ62254.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,8454,9347,893,6594,7.384098544,8432,9.442329227,10575,11.84210526,3122,3.496080627,5385,6.030235162,3649,4.086226204,3114,3.48712206,4940,5.531914894,2961,3.315789474,1750,1.95968645,2064,2.31131019,5451,6.104143337,PDENDC454_10820,"""unassigned_transcript_3509""; db_xref ""NCBI_GP:EHQ62255.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10820""; note ""COG0395 ABC-type sugar transport system, permease component""; product ""binding-protein-dependent transport system inner membrane protein""; protein_id ""EHQ62255.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,9361,12504,3143,55425,17.63442571,79283,25.22526249,71971,22.89882278,23086,7.345211581,38384,12.21253579,32895,10.46611518,16460,5.23703468,23201,7.381800827,13661,4.346484251,12604,4.010181355,11987,3.813872097,28175,8.964365256,PDENDC454_10825,"""unassigned_transcript_3510""; db_xref ""NCBI_GP:EHQ62256.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10825""; product ""hypothetical protein""; protein_id ""EHQ62256.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,12540,13874,1334,30181,22.62443778,39162,29.35682159,30405,22.79235382,18126,13.58770615,23518,17.62968516,19235,14.41904048,12439,9.324587706,9227,6.916791604,13034,9.770614693,8301,6.222638681,10588,7.937031484,14194,10.64017991,PDENDC454_10830,"""unassigned_transcript_3511""; db_xref ""NCBI_GP:EHQ62257.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10830""; product ""hypothetical protein""; protein_id ""EHQ62257.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,14026,14562,536,2355,4.393656716,2168,4.044776119,1456,2.71641791,687,1.281716418,1078,2.01119403,0,0,2373,4.427238806,2409,4.494402985,2307,4.304104478,3380,6.305970149,764,1.425373134,3229,6.024253731,PDENDC454_10835,"""unassigned_transcript_3512""; db_xref ""NCBI_GP:EHQ62258.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10835""; product ""S-adenosylmethionine decarboxylase proenzyme""; protein_id ""EHQ62258.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,14754,16136,1382,196048,141.8581766,187478,135.6570188,160939,116.4536903,145300,105.1374819,274091,198.329233,171681,124.2264834,97355,70.44500724,79083,57.223589,152991,110.7026049,123292,89.21273517,71803,51.95586107,73161,52.93849493,PDENDC454_10840,"""unassigned_transcript_3513""; db_xref ""NCBI_GP:EHQ62259.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10840""; note ""COG0373 Glutamyl-tRNA reductase""; product ""glutamyl-tRNA reductase""; protein_id ""EHQ62259.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,16167,16979,812,58448,71.98029557,45442,55.96305419,43670,53.78078818,36514,44.9679803,88914,109.5,53276,65.61083744,23257,28.64162562,25370,31.24384236,32622,40.17487685,24373,30.01600985,18006,22.17487685,18146,22.34729064,PDENDC454_10845,"""unassigned_transcript_3514""; db_xref ""NCBI_GP:EHQ62260.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10845""; note ""COG0755 ABC-type transport system involved in cytochrome c biogenesis, permease component""; product ""cytochrome C assembly protein""; protein_id ""EHQ62260.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,16998,17735,737,95993,130.2483039,103736,140.7544098,89595,121.5671642,73062,99.13432836,143783,195.0922659,97700,132.5644505,75976,103.0881954,71239,96.66078697,78095,105.963365,61847,83.91723202,59740,81.05834464,62145,84.32157395,PDENDC454_10850,"""unassigned_transcript_3515""; db_xref ""NCBI_GP:EHQ62261.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10850""; note ""COG1648 Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)""; product ""siroheme synthase""; protein_id ""EHQ62261.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,17797,18714,917,103092,112.4231189,124780,136.0741549,91515,99.79825518,93983,102.4896401,169740,185.1035987,107161,116.8604144,46692,50.91821156,61251,66.79498364,59205,64.56379498,42012,45.81461287,48816,53.2344602,60125,65.56706652,PDENDC454_10855,"""unassigned_transcript_3516""; db_xref ""NCBI_GP:EHQ62262.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10855""; note ""COG0181 Porphobilinogen deaminase""; product ""phosphate ABC transporter ATPase""; protein_id ""EHQ62262.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,18733,20298,1565,232345,148.4632588,253498,161.9795527,210352,134.4102236,188590,120.5047923,370005,236.4249201,257014,164.2261981,135466,86.55974441,134196,85.74824281,127844,81.68945687,96795,61.84984026,102280,65.35463259,149803,95.72076677,PDENDC454_10860,"""unassigned_transcript_3517""; db_xref ""NCBI_GP:EHQ62263.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10860""; note ""COG0007 Uroporphyrinogen-III methylase""; product ""uroporphyrin-III C-methyltransferase""; protein_id ""EHQ62263.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,20336,21337,1001,172761,172.5884116,195519,195.3236763,161173,161.011988,149333,149.1838162,273040,272.7672328,151251,151.0999001,65417,65.35164835,90964,90.87312687,83925,83.84115884,62314,62.25174825,77510,77.43256743,93570,93.47652348,PDENDC454_10865,"""unassigned_transcript_3518""; db_xref ""NCBI_GP:EHQ62264.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10865""; note ""COG0113 Delta-aminolevulinic acid dehydratase""; product ""delta-aminolevulinic acid dehydratase""; protein_id ""EHQ62264.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,21429,22103,674,98354,145.925816,94065,139.5623145,99260,147.2700297,74289,110.2210682,142659,211.6602374,79600,118.1008902,45802,67.95548961,53894,79.96142433,56035,83.1379822,36719,54.47922849,50209,74.49406528,55073,81.71068249,PDENDC454_10870,"""unassigned_transcript_3519""; db_xref ""NCBI_GP:EHQ62265.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10870""; note ""COG0664 cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases""; product ""Crp/Fnr family transcriptional regulator""; protein_id ""EHQ62265.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,22185,23483,1298,441773,340.3489985,459211,353.7835131,362080,278.9522342,331498,255.3913713,516465,397.8929122,363278,279.8751926,160217,123.4337442,183927,141.7003082,154678,119.1664099,122972,94.73959938,178843,137.7835131,212919,164.0362096,PDENDC454_10875,"""unassigned_transcript_3520""; db_xref ""NCBI_GP:EHQ62266.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10875""; note ""COG0001 Glutamate-1-semialdehyde aminotransferase""; product ""glutamate-1-semialdehyde 2,1-aminomutase""; protein_id ""EHQ62266.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,23643,24527,884,27197,30.7658371,33697,38.11877828,28701,32.46719457,26414,29.8800905,42457,48.02828054,29508,33.3800905,23651,26.75452489,18526,20.95701357,18352,20.760181,13834,15.64932127,16762,18.96153846,21686,24.53167421,PDENDC454_10880,"""unassigned_transcript_3521""; db_xref ""NCBI_GP:EHQ62267.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10880""; note ""COG0564 Pseudouridylate synthases, 23S RNA-specific""; product ""RluA family pseudouridine synthase""; protein_id ""EHQ62267.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,24674,26434,1760,69232,39.33636364,54581,31.01193182,63932,36.325,38151,21.67670455,66561,37.81875,48692,27.66590909,256589,145.7892045,212885,120.9573864,353546,200.8784091,111706,63.46931818,147234,83.65568182,113907,64.71988636,PDENDC454_10885,"""unassigned_transcript_3522""; db_xref ""NCBI_GP:EHQ62268.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10885""; note ""COG1388 FOG: LysM repeat""; product ""peptidoglycan-binding lysin domain-containing protein""; protein_id ""EHQ62268.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,27194,29833,2639,373861,141.6676772,436873,165.5449034,308513,116.9052671,255239,96.71807503,322441,122.1830239,264194,100.1114058,189095,71.65403562,207440,78.6055324,189535,71.82076544,122922,46.5790072,167857,63.60629026,219909,83.33042819,PDENDC454_10890,"""unassigned_transcript_3523""; db_xref ""NCBI_GP:EHQ62269.1""; gbkey ""CDS""; gene ""valS""; locus_tag ""PDENDC454_10890""; note ""COG0525 Valyl-tRNA synthetase""; product ""valyl-tRNA synthetase""; protein_id ""EHQ62269.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,29928,31310,1382,44845,32.44934877,58282,42.17221418,59943,43.37409551,41001,29.66787265,51020,36.91751085,44730,32.36613603,22796,16.49493488,30352,21.96237337,26372,19.08248915,13497,9.766280753,20895,15.11939219,33476,24.22286541,PDENDC454_10895,"""unassigned_transcript_3524""; db_xref ""NCBI_GP:EHQ62270.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10895""; note ""COG0285 Folylpolyglutamate synthase""; product ""bifunctional folylpolyglutamate synthase/ dihydrofolate synthase""; protein_id ""EHQ62270.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,31320,32693,1373,86875,63.27385288,121600,88.56518572,86361,62.89949017,78727,57.33940277,114889,83.67734887,77744,56.62345229,35717,26.01383831,43434,31.63437728,47445,34.55571741,28220,20.55353241,31903,23.23597961,49720,36.21267298,PDENDC454_10900,"""unassigned_transcript_3525""; db_xref ""NCBI_GP:EHQ62271.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10900""; note ""COG0773 UDP-N-acetylmuramate-alanine ligase""; product ""UDP-N-acetylmuramate/alanine ligase""; protein_id ""EHQ62271.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,33009,34325,1316,12384,9.410334347,16407,12.46732523,11395,8.65881459,5281,4.012917933,11337,8.614741641,7732,5.875379939,40002,30.39665653,32836,24.95136778,51803,39.36398176,18796,14.28267477,21369,16.23784195,23765,18.05851064,PDENDC454_10905,"""unassigned_transcript_3526""; db_xref ""NCBI_GP:EHQ62272.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10905""; product ""sporulation domain protein""; protein_id ""EHQ62272.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,34404,35351,947,271482,286.6758184,304075,321.092925,229407,242.2460401,205647,217.156283,348283,367.7750792,209956,221.7064414,171880,181.499472,183972,194.2682154,177198,187.1151003,135525,143.1098205,199550,210.718057,201455,212.7296727,PDENDC454_10910,"""unassigned_transcript_3527""; db_xref ""NCBI_GP:EHQ62273.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10910""; note ""COG0667 Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)""; product ""aldo/keto reductase""; protein_id ""EHQ62273.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,35676,36281,605,111415,184.1570248,129235,213.6115702,104860,173.322314,48142,79.57355372,105600,174.5454545,70180,116,36773,60.78181818,45108,74.55867769,54783,90.55041322,56372,93.1768595,34436,56.91900826,37069,61.27107438,PDENDC454_10915,"""unassigned_transcript_3528""; db_xref ""NCBI_GP:EHQ62274.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10915""; note ""COG0424 Nucleotide-binding protein implicated in inhibition of septum formation""; product ""Maf-like protein""; protein_id ""EHQ62274.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,36358,37041,683,158855,232.5841874,152314,223.0073206,130717,191.38653,49225,72.07174231,76730,112.3426061,97813,143.2108346,43182,63.22401171,38986,57.08052709,64102,93.85358712,47774,69.94729136,31879,46.6749634,33838,49.5431918,PDENDC454_10920,"""unassigned_transcript_3529""; db_xref ""NCBI_GP:EHQ62275.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10920""; note ""COG2003 DNA repair proteins""; product ""DNA repair protein RadC""; protein_id ""EHQ62275.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,37087,38118,1031,135829,131.7449079,133835,129.8108632,104392,101.2531523,74521,72.28031038,116112,112.6207565,75948,73.66440349,68915,66.842871,67886,65.84481086,72704,70.51794374,68180,66.1299709,56798,55.09020369,65182,63.22211445,PDENDC454_10925,"""unassigned_transcript_3530""; db_xref ""NCBI_GP:EHQ62276.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10925""; note ""COG1077 Actin-like ATPase involved in cell morphogenesis""; product ""ATPase""; protein_id ""EHQ62276.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,38209,39105,896,107284,119.7366071,101828,113.6473214,103374,115.3727679,61317,68.43415179,95297,106.3582589,84740,94.57589286,58678,65.48883929,53855,60.10602679,73327,81.83816964,54762,61.11830357,55326,61.74776786,68380,76.31696429,PDENDC454_10930,"""unassigned_transcript_3531""; db_xref ""NCBI_GP:EHQ62277.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10930""; note ""COG1792 Cell shape-determining protein""; product ""rod shape-determining protein MreC""; protein_id ""EHQ62277.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,39108,39626,518,41042,79.23166023,48228,93.1042471,59308,114.4942085,26899,51.92857143,47194,91.10810811,38007,73.37258687,20555,39.68146718,35231,68.01351351,33165,64.02509653,23671,45.6969112,26479,51.11776062,28249,54.53474903,PDENDC454_10935,"""unassigned_transcript_3532""; db_xref ""NCBI_GP:EHQ62278.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10935""; note ""COG2891 Cell shape-determining protein""; product ""rod shape-determining protein MreD""; protein_id ""EHQ62278.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000023.1,39616,39849,233,6313,27.0944206,6997,30.03004292,12461,53.4806867,4729,20.29613734,10324,44.30901288,9970,42.78969957,4876,20.92703863,4176,17.92274678,4956,21.27038627,5224,22.42060086,4079,17.50643777,3215,13.79828326,PDENDC454_10940,"""unassigned_transcript_3533""; db_xref ""NCBI_GP:EHQ62279.1""; gbkey ""CDS""; locus_tag ""PDENDC454_10940""; product ""hypothetical protein""; protein_id ""EHQ62279.1""; transl_table ""11""; exon_number ""1"";"
